mode,price,catchrate,d.beach,d.pier,d.private,d.charter,price.beach,price.pier,price.private,price.charter,catch.beach,catch.pier,catch.private,catch.charter,income,mode1
private,167.314,0.1665,0,0,1,0,322.048,322.048,167.314,202.314,0.5333,0.4522,0.1665,0.3975,4.583332,3
beach,74.196,0.2537,1,0,0,0,74.196,74.196,74.196,92.696,0.2537,0.1498,0.0008,0.0027,1.25,1
charter,335.314,1.0266,0,0,0,1,578.048,578.048,300.314,335.314,0.5333,0.4522,0.2413,1.0266,8.750001,4
charter,138.114,0.4671,0,0,0,1,138.996,138.996,114.114,138.114,0.1049,0.0451,0.1574,0.4671,2.916667,4
charter,77.9,0.4216,0,0,0,1,197.34,197.34,42.9,77.9,0.5333,0.0069,0.0361,0.4216,2.916667,4
private,68.77,0.0156,0,0,1,0,233.818,233.818,68.77,103.77,0.5333,0.4522,0.0156,0.0058,3.75,3
charter,158.77,0.2421,0,0,0,1,133.77,133.77,133.77,158.77,0.0678,0.0052,0.1491,0.2421,7.916667,4
pier,94.77,0.0789,0,1,0,0,94.77,94.77,94.77,123.77,0.0678,0.0789,0.1643,0.5391,5.416667,2
charter,158.77,0.0029,0,0,0,1,133.77,133.77,133.77,158.77,0.0678,0.0503,0.0276,0.0029,7.916667,4
private,81.77,0.0613,0,0,1,0,127.058,127.058,81.77,105.77,0.1049,0.0079,0.0613,0.3087,4.583332,3
charter,58.35,0.3087,0,0,0,1,47.174,47.174,34.35,58.35,0.1049,0.0079,0.0613,0.3087,1.25,4
beach,109.35,0.0678,1,0,0,0,109.35,109.35,121.014,150.014,0.0678,0.0789,0.1643,0.5391,5.416667,1
private,154.214,0.2601,0,0,1,0,154.214,154.214,154.214,179.214,0.0678,0.0503,0.2601,0.5391,7.083332,3
charter,208.35,0.3087,0,0,0,1,253.174,253.174,184.35,208.35,0.1049,0.0079,0.0613,0.3087,9.583336,4
charter,89.054,1.0266,0,0,0,1,181.896,181.896,54.054,89.054,0.5333,0.4522,0.2413,1.0266,2.916667,4
private,54.054,0.0023,0,0,1,0,78.936,78.936,54.054,78.054,0.1049,0.0451,0.0023,0.0046,2.916667,3
private,127.666,0.0014,0,0,1,0,104.454,104.454,127.666,156.666,0.0678,0.0789,0.0014,0.0029,6.250001,3
charter,107.952,1.0266,0,0,0,1,373.05,373.05,72.952,107.952,0.5333,0.4522,0.2413,1.0266,6.250001,4
private,45.474,0.1491,0,0,1,0,45.474,45.474,45.474,70.474,0.0678,0.0052,0.1491,0.2421,2.916667,3
pier,45.474,0.0789,0,1,0,0,45.474,45.474,45.474,74.474,0.0678,0.0789,0.1643,0.0041,2.916667,2
charter,92.77,0.0046,0,0,0,1,106.858,106.858,68.77,92.77,0.1049,0.0451,0.0023,0.0046,3.75,4
private,68.77,0.0361,0,0,1,0,233.818,233.818,68.77,103.77,0.5333,0.0069,0.0361,0.4216,3.75,3
private,94.77,0.0023,0,0,1,0,147.258,147.258,94.77,118.77,0.1049,0.0451,0.0023,0.0046,5.416667,3
private,94.77,0.0238,0,0,1,0,147.258,147.258,94.77,118.77,0.1049,0.0451,0.0238,0.0468,5.416667,3
charter,90.77,1.0266,0,0,0,1,189.618,189.618,55.77,90.77,0.5333,0.4522,0.2413,1.0266,2.916667,4
charter,66.77,0.3087,0,0,0,1,66.458,66.458,42.77,66.77,0.1049,0.0079,0.0613,0.3087,2.083333,4
private,81.77,0.1665,0,0,1,0,278.018,278.018,81.77,116.77,0.5333,0.4522,0.1665,0.3975,4.583332,3
charter,103.77,0.0058,0,0,0,1,233.818,233.818,68.77,103.77,0.5333,0.4522,0.0156,0.0058,3.75,4
charter,66.77,0.0468,0,0,0,1,66.458,66.458,42.77,66.77,0.1049,0.0451,0.0238,0.0468,2.083333,4
charter,116.77,0.4216,0,0,0,1,278.018,278.018,81.77,116.77,0.5333,0.0069,0.0361,0.4216,4.583332,4
charter,80.77,0.2421,0,0,0,1,55.77,55.77,55.77,80.77,0.0678,0.0052,0.1491,0.2421,2.916667,4
pier,68.77,0.0789,0,1,0,0,68.77,68.77,68.77,97.77,0.0678,0.0789,0.1643,0.5391,3.75,2
private,166.212,0.0897,0,0,1,0,42.282,42.282,166.212,201.212,0.0678,0.0789,0.0897,1.0905,5.416667,3
private,36.482,0.1643,0,0,1,0,36.482,36.482,36.482,65.482,0.0678,0.0789,0.1643,0.5391,4.583332,3
charter,38.282,0.5391,0,0,0,1,13.282,13.282,13.282,38.282,0.0678,0.0503,0.2601,0.5391,1.25,4
private,24.882,0.0023,0,0,1,0,97.812,97.812,24.882,48.882,0.1049,0.0451,0.0023,0.0046,2.916667,3
private,36.482,0.0499,0,0,1,0,36.482,36.482,36.482,65.482,0.0678,0.0025,0.0499,0.2421,4.583332,3
charter,38.282,0.1648,0,0,0,1,13.282,13.282,13.282,38.282,0.0678,0.0503,0.023,0.1648,1.25,4
charter,174.656,0.6456,0,0,0,1,108.974,108.974,139.656,174.656,0.0678,0.0789,0.0559,0.6456,3.75,4
charter,123.374,0.4216,0,0,0,1,216.216,216.216,88.374,123.374,0.5333,0.0069,0.0361,0.4216,2.916667,4
private,108.974,0.1574,0,0,1,0,139.656,139.656,108.974,132.974,0.1049,0.0451,0.1574,0.4671,3.75,3
charter,112.374,0.0046,0,0,0,1,113.256,113.256,88.374,112.374,0.1049,0.0451,0.0023,0.0046,2.916667,4
pier,129.574,0.0789,0,1,0,0,129.574,129.574,147.186,176.186,0.0678,0.0789,0.1643,0.5391,4.583332,2
charter,84.35,0.4216,0,0,0,1,146.734,146.734,49.35,84.35,0.5333,0.0069,0.0361,0.4216,2.083333,4
beach,87.814,0.0678,1,0,0,0,87.814,87.814,87.814,112.814,0.0678,0.0503,0.2601,0.5391,3.75,1
charter,174.35,1.0266,0,0,0,1,414.334,414.334,139.35,174.35,0.5333,0.4522,0.2413,1.0266,7.083332,4
private,104.414,0.1643,0,0,1,0,94.35,94.35,104.414,133.414,0.0678,0.0789,0.1643,0.5391,4.583332,3
beach,66.654,0.0678,1,0,0,0,66.654,66.654,81.466,110.466,0.0678,0.0789,0.1643,0.5391,3.75,1
charter,79.666,0.5391,0,0,0,1,41.454,41.454,50.666,79.666,0.0678,0.0789,0.1643,0.5391,2.083333,4
private,104.454,0.0156,0,0,1,0,351.496,351.496,104.454,139.454,0.5333,0.4522,0.0156,0.0058,6.250001,3
pier,41.454,0.0025,0,1,0,0,41.454,41.454,50.666,79.666,0.0678,0.0025,0.0499,0.2421,2.083333,2
pier,91.854,0.0789,0,1,0,0,91.854,91.854,112.266,141.266,0.0678,0.0789,0.0014,0.0029,5.416667,2
charter,103.254,0.3087,0,0,0,1,115.736,115.736,79.254,103.254,0.1049,0.0079,0.0613,0.3087,4.583332,4
charter,95.536,0.6456,0,0,0,1,41.454,41.454,60.536,95.536,0.0678,0.0789,0.0559,0.6456,2.083333,4
charter,90.036,0.1726,0,0,0,1,50.666,50.666,60.536,90.036,0.0678,0.0052,0.0732,0.1726,2.083333,4
charter,76.454,0.0058,0,0,0,1,139.496,139.496,41.454,76.454,0.5333,0.4522,0.0156,0.0058,2.083333,4
charter,139.454,0.4216,0,0,0,1,351.496,351.496,104.454,139.454,0.5333,0.0069,0.0361,0.4216,6.250001,4
pier,54.054,0.0789,0,1,0,0,54.054,54.054,66.066,95.066,0.0678,0.0789,0.1643,0.5391,2.916667,2
charter,89.054,1.0266,0,0,0,1,181.896,181.896,54.054,89.054,0.5333,0.4522,0.2413,1.0266,2.916667,4
charter,64.266,0.2421,0,0,0,1,28.854,28.854,35.266,64.266,0.0678,0.0025,0.0499,0.2421,1.25,4
pier,23.736,0.1498,0,1,0,0,23.736,23.736,23.736,42.236,0.2537,0.1498,0.0233,0.0219,0.4166667,2
charter,51.254,0.0058,0,0,0,1,54.696,54.696,16.254,51.254,0.5333,0.4522,0.0156,0.0058,0.4166667,4
private,35.266,0.0014,0,0,1,0,28.854,28.854,35.266,64.266,0.0678,0.0789,0.0014,0.0029,1.25,3
charter,127.046,0.0209,0,0,0,1,56.074,56.074,92.046,127.046,0.0678,0.0789,0.0102,0.0209,3.75,4
charter,101.674,0.0058,0,0,0,1,260.406,260.406,66.674,101.674,0.5333,0.4522,0.0156,0.0058,4.583332,4
charter,112.274,0.3975,0,0,0,1,301.806,301.806,77.274,112.274,0.5333,0.4522,0.1665,0.3975,5.416667,4
private,44.086,0.0971,0,0,1,0,34.874,34.874,44.086,73.086,0.0678,0.0789,0.0971,0.1648,2.083333,3
charter,80.074,0.0468,0,0,0,1,92.046,92.046,56.074,80.074,0.1049,0.0451,0.0238,0.0468,3.75,4
private,98.474,0.2413,0,0,1,0,384.606,384.606,98.474,133.474,0.5333,0.4522,0.2413,1.0266,7.083332,3
charter,101.674,0.0058,0,0,0,1,260.406,260.406,66.674,101.674,0.5333,0.4522,0.0156,0.0058,4.583332,4
pier,34.874,0.0789,0,1,0,0,34.874,34.874,44.086,73.086,0.0678,0.0789,0.0014,0.0029,2.083333,2
beach,97.686,0.0678,1,0,0,0,97.686,97.686,97.686,122.686,0.0678,0.0052,0.1491,0.2421,5.416667,1
beach,44.086,0.0678,1,0,0,0,44.086,44.086,44.086,69.086,0.0678,0.0503,0.2601,0.5391,2.083333,1
charter,48.674,0.0058,0,0,0,1,53.406,53.406,13.674,48.674,0.5333,0.4522,0.0156,0.0058,0.4166667,4
charter,202.606,0.0052,0,0,0,1,74.646,74.646,177.606,202.606,0.2537,0.1498,0.0531,0.0052,2.916667,4
pier,144.246,0.1498,0,1,0,0,144.246,144.246,144.246,162.746,0.2537,0.1498,0.0233,0.0219,6.250001,2
charter,244.006,2.3014,0,0,0,1,92.046,92.046,219.006,244.006,0.2537,0.1498,0.6817,2.3014,3.75,4
pier,136.206,0.4522,0,1,0,0,136.206,136.206,34.874,69.874,0.5333,0.4522,0.1665,0.3975,2.083333,2
private,87.874,0.0023,0,0,1,0,144.246,144.246,87.874,111.874,0.1049,0.0451,0.0023,0.0046,6.250001,3
beach,56.074,0.0678,1,0,0,0,56.074,56.074,70.886,99.886,0.0678,0.0789,0.1643,0.5391,3.75,1
charter,240.586,0.5391,0,0,0,1,167.374,167.374,211.586,240.586,0.0678,0.0789,0.1643,0.5391,12.5,4
charter,69.874,0.4216,0,0,0,1,136.206,136.206,34.874,69.874,0.5333,0.0069,0.0361,0.4216,2.083333,4
charter,101.674,1.0266,0,0,0,1,260.406,260.406,66.674,101.674,0.5333,0.4522,0.2413,1.0266,4.583332,4
private,87.874,0.1665,0,0,1,0,343.206,343.206,87.874,122.874,0.5333,0.4522,0.1665,0.3975,6.250001,3
charter,202.606,2.3014,0,0,0,1,74.646,74.646,177.606,202.606,0.2537,0.1498,0.6817,2.3014,2.916667,4
private,68.77,0.2413,0,0,1,0,233.818,233.818,68.77,103.77,0.5333,0.4522,0.2413,1.0266,3.75,3
charter,122.874,1.0266,0,0,0,1,343.206,343.206,87.874,122.874,0.5333,0.4522,0.0051,1.0266,6.250001,4
charter,91.074,1.0266,0,0,0,1,219.006,219.006,56.074,91.074,0.5333,0.4522,0.2413,1.0266,3.75,4
pier,87.874,0.0025,0,1,0,0,87.874,87.874,111.086,140.086,0.0678,0.0025,0.0499,0.2421,6.250001,2
charter,80.474,0.0058,0,0,0,1,177.606,177.606,45.474,80.474,0.5333,0.4522,0.0156,0.0058,2.916667,4
private,70.604,0.1574,0,0,1,0,104.048,104.048,70.604,94.604,0.1049,0.0451,0.1574,0.4671,7.083332,3
charter,67.604,0.0058,0,0,0,1,151.008,151.008,32.604,67.604,0.5333,0.4522,0.0156,0.0058,2.916667,4
charter,241.64,0.1648,0,0,0,1,101.004,101.004,212.64,241.64,0.0678,0.0789,0.0971,0.1648,10.41667,4
charter,60.004,1.0266,0,0,0,1,115.808,115.808,25.004,60.004,0.5333,0.4522,0.2413,1.0266,2.083333,4
charter,77.734,1.0266,0,0,0,1,386.464,386.464,42.734,77.734,0.5333,0.4522,0.2413,1.0266,7.083332,4
private,47.334,0.0361,0,0,1,0,428.064,428.064,47.334,82.334,0.5333,0.0069,0.0361,0.4216,7.916667,3
charter,43.734,0.0046,0,0,0,1,72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2.916667,4
charter,48.334,0.3087,0,0,0,1,88.872,88.872,24.334,48.334,0.1049,0.0079,0.0613,0.3087,3.75,4
private,19.896,0.0361,0,0,1,0,305.072,305.072,19.896,54.896,0.5333,0.0069,0.0361,0.4216,6.250001,3
private,19.896,0.0361,0,0,1,0,305.072,305.072,19.896,54.896,0.5333,0.0069,0.0361,0.4216,6.250001,3
private,10.296,0.0613,0,0,1,0,54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2.916667,3
private,10.296,0.0361,0,0,1,0,157.872,157.872,10.296,45.296,0.5333,0.0069,0.0361,0.4216,2.916667,3
private,17.496,0.2413,0,0,1,0,268.272,268.272,17.496,52.496,0.5333,0.4522,0.2413,1.0266,5.416667,3
charter,40.496,1.0266,0,0,0,1,84.272,84.272,5.496,40.496,0.5333,0.4522,0.2413,1.0266,1.25,4
pier,10.534,0.0789,0,1,0,0,10.534,10.534,13.74,42.74,0.0678,0.0789,0.1643,0.5391,1.25,2
pier,24.334,0.0025,0,1,0,0,24.334,24.334,31.74,60.74,0.0678,0.0025,0.0499,0.2421,3.75,2
beach,15.134,0.0678,1,0,0,0,15.134,15.134,19.74,48.74,0.0678,0.0789,0.1643,0.5391,2.083333,1
private,24.334,0.0023,0,0,1,0,88.872,88.872,24.334,48.334,0.1049,0.0451,0.0023,0.0046,3.75,3
pier,38.134,0.0025,0,1,0,0,38.134,38.134,49.74,78.74,0.0678,0.0025,0.0499,0.2421,6.250001,2
private,24.334,0.1574,0,0,1,0,88.872,88.872,24.334,48.334,0.1049,0.0451,0.1574,0.4671,3.75,3
charter,43.734,0.0046,0,0,0,1,72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2.916667,4
charter,45.296,0.0058,0,0,0,1,157.872,157.872,10.296,45.296,0.5333,0.4522,0.0156,0.0058,2.916667,4
private,37.896,0.2413,0,0,1,0,581.072,581.072,37.896,72.896,0.5333,0.4522,0.2413,1.0266,12.5,3
charter,57.296,0.4216,0,0,0,1,341.872,341.872,22.296,57.296,0.5333,0.0069,0.0361,0.4216,7.083332,4
charter,52.496,0.0058,0,0,0,1,268.272,268.272,17.496,52.496,0.5333,0.4522,0.0156,0.0058,5.416667,4
charter,57.296,0.3975,0,0,0,1,341.872,341.872,22.296,57.296,0.5333,0.4522,0.1665,0.3975,7.083332,4
beach,17.496,0.0678,1,0,0,0,17.496,17.496,78.732,107.732,0.0678,0.0789,0.0014,0.0029,5.416667,1
charter,47.696,1.0266,0,0,0,1,194.672,194.672,12.696,47.696,0.5333,0.4522,0.0051,1.0266,3.75,4
private,12.696,0.0002,0,0,1,0,67.712,67.712,12.696,36.696,0.1049,0.0451,0.0002,0.0021,3.75,3
private,12.696,0.0613,0,0,1,0,67.712,67.712,12.696,36.696,0.1049,0.0079,0.0613,0.3087,3.75,3
private,7.896,0.0023,0,0,1,0,42.112,42.112,7.896,31.896,0.1049,0.0451,0.0023,0.0046,2.083333,3
private,10.296,0.2413,0,0,1,0,157.872,157.872,10.296,45.296,0.5333,0.4522,0.2413,1.0266,2.916667,3
pier,12.696,0.0789,0,1,0,0,12.696,12.696,57.132,86.132,0.0678,0.0789,0.1643,0.5391,3.75,2
beach,89.532,0.0678,1,0,0,0,89.532,89.532,89.532,114.532,0.0678,0.0503,0.023,0.1648,6.250001,1
private,46.332,0.1491,0,0,1,0,46.332,46.332,46.332,71.332,0.0678,0.0052,0.1491,0.2421,2.916667,3
private,19.896,0.0023,0,0,1,0,106.112,106.112,19.896,43.896,0.1049,0.0451,0.0023,0.0046,6.250001,3
pier,22.296,0.0789,0,1,0,0,22.296,22.296,100.332,129.332,0.0678,0.0789,0.1643,0.5391,7.083332,2
charter,42.896,1.0266,0,0,0,1,121.072,121.072,7.896,42.896,0.5333,0.4522,0.2413,1.0266,2.083333,4
charter,42.896,0.3975,0,0,0,1,121.072,121.072,7.896,42.896,0.5333,0.4522,0.1665,0.3975,2.083333,4
private,17.496,0.1574,0,0,1,0,93.312,93.312,17.496,41.496,0.1049,0.0451,0.1574,0.4671,5.416667,3
private,10.296,0.0023,0,0,1,0,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2.916667,3
private,15.096,0.0613,0,0,1,0,80.512,80.512,15.096,39.096,0.1049,0.0079,0.0613,0.3087,4.583332,3
private,12.696,0.0023,0,0,1,0,67.712,67.712,12.696,36.696,0.1049,0.0451,0.0023,0.0046,3.75,3
charter,34.296,0.3087,0,0,0,1,54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2.916667,4
private,27.096,0.0156,0,0,1,0,415.472,415.472,27.096,62.096,0.5333,0.4522,0.0156,0.0058,8.750001,3
charter,45.534,0.4216,0,0,0,1,95.264,95.264,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1.25,4
beach,37.896,0.0678,1,0,0,0,37.896,37.896,170.532,199.532,0.0678,0.0789,0.0014,0.0029,12.5,1
charter,42.896,0.4216,0,0,0,1,121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2.083333,4
charter,34.296,0.0046,0,0,0,1,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2.916667,4
charter,52.496,0.4216,0,0,0,1,268.272,268.272,17.496,52.496,0.5333,0.0069,0.0361,0.4216,5.416667,4
private,10.296,0.0051,0,0,1,0,157.872,157.872,10.296,45.296,0.5333,0.4522,0.0051,1.0266,2.916667,3
private,10.296,0.0156,0,0,1,0,157.872,157.872,10.296,45.296,0.5333,0.4522,0.0156,0.0058,2.916667,3
private,15.096,0.1574,0,0,1,0,80.512,80.512,15.096,39.096,0.1049,0.0451,0.1574,0.4671,4.583332,3
beach,10.296,0.0678,1,0,0,0,10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2.916667,1
charter,330.072,0.0052,0,0,0,1,106.112,106.112,305.072,330.072,0.2537,0.1498,0.0531,0.0052,6.250001,4
charter,45.296,0.3975,0,0,0,1,157.872,157.872,10.296,45.296,0.5333,0.4522,0.1665,0.3975,2.916667,4
private,106.112,0.0143,0,0,1,0,89.532,89.532,106.112,135.612,0.0678,0.0503,0.0143,0.0289,6.250001,3
private,10.296,0.0023,0,0,1,0,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2.916667,3
private,15.096,0.0156,0,0,1,0,231.472,231.472,15.096,50.096,0.5333,0.4522,0.0156,0.0058,4.583332,3
private,17.496,0.0361,0,0,1,0,268.272,268.272,17.496,52.496,0.5333,0.0069,0.0361,0.4216,5.416667,3
charter,53.496,0.0046,0,0,0,1,157.312,157.312,29.496,53.496,0.1049,0.0451,0.0023,0.0046,9.583336,4
charter,42.896,0.4216,0,0,0,1,121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2.083333,4
charter,50.096,0.4216,0,0,0,1,231.472,231.472,15.096,50.096,0.5333,0.0069,0.0361,0.4216,4.583332,4
private,22.296,0.0361,0,0,1,0,341.872,341.872,22.296,57.296,0.5333,0.0069,0.0361,0.4216,7.083332,3
private,15.096,0.1574,0,0,1,0,80.512,80.512,15.096,39.096,0.1049,0.0451,0.1574,0.4671,4.583332,3
charter,73.134,1.0266,0,0,0,1,344.864,344.864,38.134,73.134,0.5333,0.4522,0.2413,1.0266,6.250001,4
charter,59.334,0.0058,0,0,0,1,220.064,220.064,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3.75,4
charter,57.534,0.3087,0,0,0,1,122.472,122.472,33.534,57.534,0.1049,0.0079,0.0613,0.3087,5.416667,4
charter,43.734,0.0046,0,0,0,1,72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2.916667,4
beach,5.934,0.0678,1,0,0,0,5.934,5.934,7.74,36.74,0.0678,0.0789,0.0014,0.0029,0.4166667,1
charter,50.134,0.0058,0,0,0,1,136.864,136.864,15.134,50.134,0.5333,0.4522,0.0156,0.0058,2.083333,4
charter,50.134,0.0058,0,0,0,1,136.864,136.864,15.134,50.134,0.5333,0.4522,0.0156,0.0058,2.083333,4
private,15.134,0.2413,0,0,1,0,136.864,136.864,15.134,50.134,0.5333,0.4522,0.2413,1.0266,2.083333,3
charter,45.534,0.4216,0,0,0,1,95.264,95.264,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1.25,4
private,61.134,0.0613,0,0,1,0,223.272,223.272,61.134,85.134,0.1049,0.0079,0.0613,0.3087,10.41667,3
private,42.734,0.0361,0,0,1,0,386.464,386.464,42.734,77.734,0.5333,0.0069,0.0361,0.4216,7.083332,3
charter,68.534,1.0266,0,0,0,1,303.264,303.264,33.534,68.534,0.5333,0.4522,0.2413,1.0266,5.416667,4
beach,24.334,0.0678,1,0,0,0,24.334,24.334,31.74,60.74,0.0678,0.0789,0.1643,0.5391,3.75,1
charter,43.734,0.3087,0,0,0,1,72.072,72.072,19.734,43.734,0.1049,0.0079,0.0613,0.3087,2.916667,4
private,72.634,0.0613,0,0,1,0,265.272,265.272,72.634,96.634,0.1049,0.0079,0.0613,0.3087,12.5,3
private,19.734,0.2413,0,0,1,0,178.464,178.464,19.734,54.734,0.5333,0.4522,0.2413,1.0266,2.916667,3
charter,34.296,0.4671,0,0,0,1,54.912,54.912,10.296,34.296,0.1049,0.0451,0.1574,0.4671,2.916667,4
pier,22.296,0.0789,0,1,0,0,22.296,22.296,100.332,129.332,0.0678,0.0789,0.1643,0.5391,7.083332,2
private,37.896,0.2413,0,0,1,0,581.072,581.072,37.896,72.896,0.5333,0.4522,0.2413,1.0266,12.5,3
private,12.696,0.1574,0,0,1,0,67.712,67.712,12.696,36.696,0.1049,0.0451,0.1574,0.4671,3.75,3
private,17.496,0.0238,0,0,1,0,93.312,93.312,17.496,41.496,0.1049,0.0451,0.0238,0.0468,5.416667,3
beach,93.312,0.2537,1,0,0,0,93.312,93.312,93.312,111.812,0.2537,0.1498,0.0233,0.0219,5.416667,1
charter,59.334,0.0058,0,0,0,1,220.064,220.064,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3.75,4
charter,54.734,1.0266,0,0,0,1,178.464,178.464,19.734,54.734,0.5333,0.4522,0.2413,1.0266,2.916667,4
private,72.634,0.1574,0,0,1,0,265.272,265.272,72.634,96.634,0.1049,0.0451,0.1574,0.4671,12.5,3
pier,56.534,0.0789,0,1,0,0,56.534,56.534,73.74,102.74,0.0678,0.0789,0.1643,0.5391,9.583336,2
charter,57.534,0.0468,0,0,0,1,122.472,122.472,33.534,57.534,0.1049,0.0451,0.0238,0.0468,5.416667,4
beach,15.134,0.0678,1,0,0,0,15.134,15.134,19.74,48.74,0.0678,0.0789,0.1643,0.5391,2.083333,1
private,28.934,0.0361,0,0,1,0,261.664,261.664,28.934,63.934,0.5333,0.0069,0.0361,0.4216,4.583332,3
beach,42.734,0.0678,1,0,0,0,42.734,42.734,55.74,84.74,0.0678,0.0789,0.1643,0.5391,7.083332,1
private,51.934,0.0023,0,0,1,0,189.672,189.672,51.934,75.934,0.1049,0.0451,0.0023,0.0046,8.750001,3
private,38.134,0.2413,0,0,1,0,344.864,344.864,38.134,73.134,0.5333,0.4522,0.2413,1.0266,6.250001,3
private,10.296,0.0023,0,0,1,0,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2.916667,3
private,10.296,0.0361,0,0,1,0,157.872,157.872,10.296,45.296,0.5333,0.0069,0.0361,0.4216,2.916667,3
charter,62.096,0.4216,0,0,0,1,415.472,415.472,27.096,62.096,0.5333,0.0069,0.0361,0.4216,8.750001,4
private,37.896,0.0156,0,0,1,0,581.072,581.072,37.896,72.896,0.5333,0.4522,0.0156,0.0058,12.5,3
charter,59.696,0.3975,0,0,0,1,378.672,378.672,24.696,59.696,0.5333,0.4522,0.1665,0.3975,7.916667,4
private,106.112,0.0108,0,0,1,0,19.896,19.896,106.112,141.112,0.0678,0.0025,0.0108,0.2377,6.250001,3
charter,36.696,0.0468,0,0,0,1,67.712,67.712,12.696,36.696,0.1049,0.0451,0.0238,0.0468,3.75,4
pier,17.496,0.0025,0,1,0,0,17.496,17.496,78.732,107.732,0.0678,0.0025,0.0499,0.2421,5.416667,2
private,29.496,0.2413,0,0,1,0,452.272,452.272,29.496,64.496,0.5333,0.4522,0.2413,1.0266,9.583336,3
charter,41.496,0.3087,0,0,0,1,93.312,93.312,17.496,41.496,0.1049,0.0079,0.0613,0.3087,5.416667,4
pier,12.696,0.0789,0,1,0,0,12.696,12.696,57.132,86.132,0.0678,0.0789,0.1643,0.5391,3.75,2
private,37.896,0.0023,0,0,1,0,202.112,202.112,37.896,61.896,0.1049,0.0451,0.0023,0.0046,12.5,3
charter,66.896,1.0266,0,0,0,1,489.072,489.072,31.896,66.896,0.5333,0.4522,0.2413,1.0266,10.41667,4
private,10.296,0.0613,0,0,1,0,54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2.916667,3
pier,5.496,0.0025,0,1,0,0,5.496,5.496,24.732,53.732,0.0678,0.0025,0.0499,0.2421,1.25,2
charter,89.912,1.0905,0,0,0,1,10.296,10.296,54.912,89.912,0.0678,0.0789,0.0897,1.0905,2.916667,4
private,67.712,0.0102,0,0,1,0,12.696,12.696,67.712,102.712,0.0678,0.0789,0.0102,0.0209,3.75,3
charter,50.096,0.4216,0,0,0,1,231.472,231.472,15.096,50.096,0.5333,0.0069,0.0361,0.4216,4.583332,4
beach,10.296,0.0678,1,0,0,0,10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2.916667,1
private,7.896,0.1574,0,0,1,0,42.112,42.112,7.896,31.896,0.1049,0.0451,0.1574,0.4671,2.083333,3
charter,50.096,0.3975,0,0,0,1,231.472,231.472,15.096,50.096,0.5333,0.4522,0.1665,0.3975,4.583332,4
charter,42.896,0.4216,0,0,0,1,121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2.083333,4
private,15.096,0.0156,0,0,1,0,231.472,231.472,15.096,50.096,0.5333,0.4522,0.0156,0.0058,4.583332,3
pier,10.296,0.0789,0,1,0,0,10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2.916667,2
beach,5.496,0.0678,1,0,0,0,5.496,5.496,24.732,53.732,0.0678,0.0789,0.1643,0.5391,1.25,1
private,37.896,0.0238,0,0,1,0,202.112,202.112,37.896,61.896,0.1049,0.0451,0.0238,0.0468,12.5,3
pier,78.732,0.0503,0,1,0,0,78.732,78.732,78.732,103.732,0.0678,0.0503,0.2601,0.5391,5.416667,2
private,17.496,0.2413,0,0,1,0,268.272,268.272,17.496,52.496,0.5333,0.4522,0.2413,1.0266,5.416667,3
beach,9.87,0.2537,1,0,0,0,9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2.083333,1
pier,36.87,0.1498,0,1,0,0,36.87,36.87,122.9,141.4,0.2537,0.1498,0.2339,0.6288,9.583336,2
charter,247.64,0.4216,0,0,0,1,276.432,276.432,212.64,247.64,0.5333,0.0069,0.0361,0.4216,10.41667,4
charter,39.37,0.1726,0,0,0,1,100.016,100.016,9.87,39.37,0.0678,0.0052,0.0732,0.1726,2.083333,4
charter,183.64,1.0266,0,0,0,1,193.232,193.232,148.64,183.64,0.5333,0.4522,0.2413,1.0266,7.083332,4
private,9.87,0.0102,0,0,1,0,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2.083333,3
private,18.87,0.0143,0,0,1,0,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4.583332,3
beach,47.37,0.2537,1,0,0,0,47.37,47.37,157.9,176.4,0.2537,0.1498,0.0233,0.0219,12.5,1
